name,actual,values,predicted
Outtaskin Striped Men's Round Neck T-Shirt,clothing,"[1.0, 0.26666666666666666, 0.5333333333333333, 0.4, 0.4, 0.4666666666666667, 0.6666666666666666, 0.5333333333333333, 0.5333333333333333, 0.4666666666666667, 0.5333333333333333, 0.5333333333333333, 0.9333333333333333, 0.4666666666666667, 0.0, 0.4666666666666667, 0.4, 0.9333333333333333, 0.5333333333333333, 0.2, 0.6, 0.2, 0.13333333333333333, 0.2, 0.26666666666666666, 0.06666666666666667, 0.3333333333333333, 0.13333333333333333, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.0]",clothing
GAGA Canvas Painting,home decor  festive needs,"[0.9523809523809523, 0.8095238095238095, 0.5714285714285714, 0.6666666666666666, 0.9523809523809523, 0.8095238095238095, 0.8095238095238095, 0.9047619047619048, 1.0, 0.9047619047619048, 0.8095238095238095, 0.8095238095238095, 0.8571428571428571, 0.8095238095238095, 0.23809523809523808, 0.6666666666666666, 0.9047619047619048, 0.8571428571428571, 0.8095238095238095, 0.7619047619047619, 0.8095238095238095, 0.7619047619047619, 0.6666666666666666, 0.5238095238095238, 0.7619047619047619, 0.0, 0.47619047619047616, 0.6190476190476191, 0.3333333333333333, 0.6190476190476191, 0.09523809523809523, 0.2857142857142857]",home decor  festive needs
Speedwav 220108 Bike Handle Grip For TVS Apache,automotive,"[0.75, 0.6071428571428571, 0.6785714285714286, 0.6428571428571429, 0.7857142857142857, 0.8214285714285714, 0.6785714285714286, 0.6428571428571429, 0.7857142857142857, 1.0, 0.8214285714285714, 0.7142857142857143, 0.75, 0.8214285714285714, 0.14285714285714285, 0.5714285714285714, 0.7857142857142857, 0.7142857142857143, 0.7857142857142857, 0.6071428571428571, 0.6785714285714286, 0.6785714285714286, 0.6785714285714286, 0.5714285714285714, 0.6785714285714286, 0.0, 0.39285714285714285, 0.5714285714285714, 0.2857142857142857, 0.39285714285714285, 0.10714285714285714, 0.32142857142857145]",automotive
Buy Clues Abstract Single Quilts & Comforters Gold,home furnishing,"[0.6, 0.2, 0.4, 0.0, 0.6, 0.2, 0.2, 0.6, 0.6, 0.4, 0.4, 1.0, 1.0, 0.4, 0.0, 0.2, 0.4, 0.6, 0.6, 0.2, 0.4, 0.0, 0.0, 0.4, 0.4, 0.0, 0.2, 0.4, 0.0, 0.4, 0.2, 0.0]",home furnishing
Maxima 19883BMLI Swarovski Analog Watch  - For Women,watches,"[0.8571428571428571, 0.42857142857142855, 0.7857142857142857, 0.21428571428571427, 0.42857142857142855, 0.6428571428571429, 0.5714285714285714, 0.5, 0.7857142857142857, 0.5714285714285714, 0.6428571428571429, 0.42857142857142855, 0.42857142857142855, 0.7142857142857143, 0.0, 1.0, 0.6428571428571429, 0.7857142857142857, 0.6428571428571429, 0.35714285714285715, 0.6428571428571429, 0.21428571428571427, 0.07142857142857142, 0.07142857142857142, 0.42857142857142855, 0.07142857142857142, 0.21428571428571427, 0.21428571428571427, 0.21428571428571427, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285]",watches
Yepme Graphic Print Women's Round Neck T-Shirt,clothing,"[1.0, 0.26666666666666666, 0.6, 0.3333333333333333, 0.4, 0.4666666666666667, 0.4666666666666667, 0.5333333333333333, 0.5333333333333333, 0.3333333333333333, 0.5333333333333333, 0.4666666666666667, 0.9333333333333333, 0.4, 0.0, 0.4666666666666667, 0.4, 0.8666666666666667, 0.6, 0.13333333333333333, 0.6, 0.13333333333333333, 0.06666666666666667, 0.13333333333333333, 0.2, 0.06666666666666667, 0.3333333333333333, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.0]",clothing
Speedwav 154226 Manual Rear View Mirror,automotive,"[0.6666666666666666, 0.46296296296296297, 0.48148148148148145, 0.2777777777777778, 0.5925925925925926, 0.5555555555555556, 0.6111111111111112, 0.5925925925925926, 0.6666666666666666, 1.0, 0.5555555555555556, 0.48148148148148145, 0.5, 0.7777777777777778, 0.09259259259259259, 0.4074074074074074, 0.46296296296296297, 0.5740740740740741, 0.6666666666666666, 0.37037037037037035, 0.6666666666666666, 0.42592592592592593, 0.37037037037037035, 0.3888888888888889, 0.4074074074074074, 0.0, 0.2037037037037037, 0.2777777777777778, 0.12962962962962962, 0.2037037037037037, 0.2222222222222222, 0.25925925925925924]",automotive
NEHP NEH0012 Showpiece  -  22.86 cm,home decor  festive needs,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333]",beauty and personal care
C M Clothing Women's Printed Casual Shirt,clothing,"[1.0, 0.2692307692307692, 0.7307692307692307, 0.07692307692307693, 0.4230769230769231, 0.46153846153846156, 0.46153846153846156, 0.5769230769230769, 0.5, 0.38461538461538464, 0.3076923076923077, 0.46153846153846156, 0.6923076923076923, 0.5, 0.0, 0.3076923076923077, 0.5, 0.7307692307692307, 0.5, 0.07692307692307693, 0.5384615384615384, 0.11538461538461539, 0.23076923076923078, 0.19230769230769232, 0.15384615384615385, 0.0, 0.23076923076923078, 0.11538461538461539, 0.11538461538461539, 0.23076923076923078, 0.038461538461538464, 0.07692307692307693]",clothing
"Menjestic Solid Tuxedo Style Wedding, Casual, Party Men's Blazer",clothing,"[0.9642857142857143, 0.6428571428571429, 0.8214285714285714, 0.42857142857142855, 0.6428571428571429, 0.6785714285714286, 0.75, 0.7857142857142857, 0.7857142857142857, 0.7142857142857143, 0.6071428571428571, 0.6428571428571429, 0.9285714285714286, 0.75, 0.10714285714285714, 0.6071428571428571, 0.75, 0.7857142857142857, 0.75, 0.4642857142857143, 0.6785714285714286, 0.21428571428571427, 0.5, 0.32142857142857145, 0.35714285714285715, 0.03571428571428571, 0.4642857142857143, 0.2857142857142857, 0.2857142857142857, 0.35714285714285715, 0.14285714285714285, 0.10714285714285714]",clothing
Valtellina Abstract Double Blanket Brown,home furnishing,"[0.75, 0.5, 0.25, 0.25, 0.75, 0.25, 0.5, 0.75, 0.75, 0.5, 0.25, 1.0, 0.75, 0.5, 0.0, 0.25, 0.5, 0.75, 0.75, 0.25, 0.25, 0.0, 0.25, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.25, 0.25, 0.0]",home furnishing
ASHAWAY THUNDER WAVE SILVER G2 Unstrung Badminton Racquet,sports  fitness,"[0.7159090909090909, 0.38636363636363635, 0.5568181818181818, 0.3181818181818182, 0.625, 0.6704545454545454, 0.5909090909090909, 0.5113636363636364, 0.6363636363636364, 0.625, 0.5227272727272727, 0.5227272727272727, 0.5113636363636364, 0.5909090909090909, 0.045454545454545456, 0.4659090909090909, 0.5340909090909091, 0.5454545454545454, 0.6590909090909091, 0.36363636363636365, 0.5454545454545454, 0.3181818181818182, 0.4318181818181818, 0.3181818181818182, 0.4318181818181818, 0.011363636363636364, 0.29545454545454547, 0.32954545454545453, 0.11363636363636363, 0.2840909090909091, 0.17045454545454544, 0.13636363636363635]",clothing
fourgee Slim Fit Girl's Jeans,clothing,"[0.9838709677419355, 0.5806451612903226, 0.8548387096774194, 0.3387096774193548, 0.6612903225806451, 0.6935483870967742, 0.7419354838709677, 0.7580645161290323, 0.7096774193548387, 0.6451612903225806, 0.5806451612903226, 0.6774193548387096, 0.8225806451612904, 0.7419354838709677, 0.06451612903225806, 0.6290322580645161, 0.6129032258064516, 0.8225806451612904, 0.7258064516129032, 0.4032258064516129, 0.6290322580645161, 0.27419354838709675, 0.4838709677419355, 0.3064516129032258, 0.41935483870967744, 0.016129032258064516, 0.3709677419354839, 0.2903225806451613, 0.14516129032258066, 0.3387096774193548, 0.12903225806451613, 0.16129032258064516]",clothing
"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",mobiles  accessories,"[0.9230769230769231, 0.6153846153846154, 0.6538461538461539, 0.11538461538461539, 0.5769230769230769, 0.6538461538461539, 0.5384615384615384, 0.6923076923076923, 0.7307692307692307, 0.6538461538461539, 0.5769230769230769, 0.6923076923076923, 0.6153846153846154, 1.0, 0.0, 0.5, 0.6923076923076923, 0.5384615384615384, 0.6923076923076923, 0.34615384615384615, 0.7307692307692307, 0.38461538461538464, 0.2692307692307692, 0.34615384615384615, 0.34615384615384615, 0.038461538461538464, 0.2692307692307692, 0.38461538461538464, 0.038461538461538464, 0.23076923076923078, 0.15384615384615385, 0.038461538461538464]",mobiles  accessories
Cotton Fab Printed Women's Maternity Wear Kurti,clothing,"[0.95, 0.55, 0.8, 0.45, 0.75, 0.75, 0.7, 0.8, 0.75, 0.65, 0.7, 0.65, 0.9, 0.8, 0.1, 0.55, 0.75, 0.75, 0.75, 0.4, 0.65, 0.4, 0.55, 0.45, 0.4, 0.0, 0.45, 0.4, 0.3, 0.45, 0.15, 0.2]",clothing
Urdiva Fashions Crystal Necklace,jewellery,"[1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",clothing
Happy walls Extra Large PVC vinyl Sticker,home decor  festive needs,"[0.6413043478260869, 0.5543478260869565, 0.5652173913043478, 0.34782608695652173, 0.5217391304347826, 0.5, 0.7065217391304348, 0.45652173913043476, 1.0, 0.75, 0.5, 0.5217391304347826, 0.9021739130434783, 0.6086956521739131, 0.08695652173913043, 0.3804347826086957, 0.4891304347826087, 0.532608695652174, 0.6304347826086957, 0.3695652173913043, 0.5978260869565217, 0.25, 0.30434782608695654, 0.2608695652173913, 0.34782608695652173, 0.0, 0.1956521739130435, 0.2826086956521739, 0.11956521739130435, 0.21739130434782608, 0.14130434782608695, 0.14130434782608695]",home decor  festive needs
DECOREX 12W LED Down Light (Warm White : Warm White) Night Lamp,home decor  festive needs,"[0.9166666666666666, 0.6666666666666666, 0.75, 0.7083333333333334, 0.875, 0.7916666666666666, 0.9166666666666666, 0.75, 0.9583333333333334, 0.9166666666666666, 0.7083333333333334, 0.7916666666666666, 0.875, 0.8333333333333334, 0.16666666666666666, 0.75, 0.8333333333333334, 0.8333333333333334, 0.9583333333333334, 0.7916666666666666, 0.9166666666666666, 0.75, 0.75, 0.625, 0.7083333333333334, 0.0, 0.4166666666666667, 0.75, 0.2916666666666667, 0.5416666666666666, 0.08333333333333333, 0.2916666666666667]",home decor  festive needs
Cythos Poker-5301-A Loafers,footwear,"[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",clothing
Blacksoul Casual Short Sleeve Solid Women's Top,clothing,"[0.8666666666666667, 0.26666666666666666, 0.5333333333333333, 0.2, 0.3333333333333333, 0.26666666666666666, 0.6, 0.6666666666666666, 0.6, 0.3333333333333333, 0.4666666666666667, 0.4666666666666667, 0.8666666666666667, 0.6, 0.0, 0.4666666666666667, 0.4666666666666667, 0.8, 0.6, 0.13333333333333333, 0.5333333333333333, 0.06666666666666667, 0.06666666666666667, 0.0, 0.26666666666666666, 0.06666666666666667, 0.26666666666666666, 0.13333333333333333, 0.06666666666666667, 0.06666666666666667, 0.2, 0.06666666666666667]",clothing
Allure Auto CM 914 Car Mat Mahindra Thar,automotive,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 1.0, 0.5, 0.6666666666666666, 0.3333333333333333, 0.5, 0.0, 0.3333333333333333, 0.5, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.5, 0.5, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.16666666666666666]",automotive
Sukkhi Copper Yellow Gold Bangle Set,jewellery,"[0.8, 0.2, 0.8, 0.0, 0.8, 0.4, 0.8, 0.6, 0.8, 0.8, 0.8, 0.6, 0.6, 0.8, 0.0, 0.6, 0.6, 1.0, 0.8, 0.4, 0.6, 0.2, 0.0, 0.4, 0.4, 0.0, 0.4, 0.4, 0.0, 0.2, 0.2, 0.0]",jewellery
Karatcraft Crisanta Yellow Gold Diamond 18 K Ring,jewellery,"[0.8, 0.0, 0.6, 0.2, 0.6, 0.6, 0.8, 0.6, 0.8, 0.4, 0.8, 0.8, 0.6, 0.6, 0.0, 0.8, 0.6, 0.8, 0.6, 0.2, 0.4, 0.2, 0.0, 0.2, 0.4, 0.0, 0.4, 0.2, 0.0, 0.2, 0.0, 0.0]",clothing
Galz4ever Fine Beaded Stylish Alloy Necklace,jewellery,"[1.0, 0.6, 0.4, 0.0, 0.4, 0.4, 1.0, 0.4, 0.6, 0.6, 0.4, 0.4, 0.4, 0.4, 0.0, 0.6, 0.4, 1.0, 0.6, 0.0, 0.4, 0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.0, 0.0, 0.2, 0.0, 0.0]",clothing
"Vinnis Bella Plastic, Acrylic Necklace",jewellery,"[1.0, 0.25, 0.25, 0.25, 0.5, 0.25, 0.5, 0.25, 0.5, 0.25, 0.25, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 1.0, 0.25, 0.25, 0.5, 0.25, 0.25, 0.0, 0.25, 0.0, 0.5, 0.25, 0.0, 0.25, 0.0, 0.0]",clothing
Divine Tree SD13 Seed,home improvement,"[1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333]",clothing
Zwart RYKER 30 L Medium Backpack,bags wallets  belts,"[0.6666666666666666, 0.5714285714285714, 0.6666666666666666, 0.23809523809523808, 0.8095238095238095, 0.6666666666666666, 0.7142857142857143, 0.8095238095238095, 0.6666666666666666, 0.6666666666666666, 0.5238095238095238, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.09523809523809523, 0.5714285714285714, 0.7142857142857143, 0.5714285714285714, 0.6666666666666666, 0.38095238095238093, 0.7619047619047619, 0.23809523809523808, 0.42857142857142855, 0.14285714285714285, 0.38095238095238093, 0.0, 0.5238095238095238, 0.14285714285714285, 0.09523809523809523, 0.3333333333333333, 0.2857142857142857, 0.09523809523809523]",pens  stationery
Voylla Artifictial Beaded Plain Alloy Necklace,jewellery,"[0.9130434782608695, 0.4782608695652174, 0.6086956521739131, 0.2608695652173913, 0.5217391304347826, 0.391304347826087, 0.6956521739130435, 0.4782608695652174, 0.782608695652174, 0.5652173913043478, 0.34782608695652173, 0.6086956521739131, 0.391304347826087, 0.5217391304347826, 0.0, 0.5652173913043478, 0.43478260869565216, 1.0, 0.43478260869565216, 0.13043478260869565, 0.43478260869565216, 0.13043478260869565, 0.2608695652173913, 0.17391304347826086, 0.34782608695652173, 0.0, 0.30434782608695654, 0.08695652173913043, 0.0, 0.21739130434782608, 0.13043478260869565, 0.08695652173913043]",jewellery
Wolfie Designred110 Women's Push-up Bra,clothing,"[1.0, 0.18181818181818182, 0.36363636363636365, 0.18181818181818182, 0.2727272727272727, 0.2727272727272727, 0.5454545454545454, 0.45454545454545453, 0.45454545454545453, 0.18181818181818182, 0.45454545454545453, 0.36363636363636365, 0.7272727272727273, 0.36363636363636365, 0.0, 0.2727272727272727, 0.36363636363636365, 0.7272727272727273, 0.45454545454545453, 0.09090909090909091, 0.45454545454545453, 0.09090909090909091, 0.09090909090909091, 0.0, 0.18181818181818182, 0.09090909090909091, 0.2727272727272727, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.0]",clothing
24 Carat Lace Up Shoes,footwear,"[1.0, 0.3333333333333333, 0.8333333333333334, 0.0, 0.16666666666666666, 0.5, 0.3333333333333333, 0.5, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.8333333333333334, 0.6666666666666666, 0.0, 0.16666666666666666, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0]",clothing
Oxolloxo Casual Sleeveless Embellished Women's Top,clothing,"[1.0, 0.2857142857142857, 0.5714285714285714, 0.35714285714285715, 0.35714285714285715, 0.2857142857142857, 0.6428571428571429, 0.5714285714285714, 0.5, 0.2857142857142857, 0.5, 0.42857142857142855, 0.9285714285714286, 0.5, 0.0, 0.42857142857142855, 0.42857142857142855, 0.8571428571428571, 0.5714285714285714, 0.21428571428571427, 0.5, 0.14285714285714285, 0.14285714285714285, 0.07142857142857142, 0.2857142857142857, 0.07142857142857142, 0.35714285714285715, 0.21428571428571427, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.07142857142857142]",clothing
Fullcutdiamond FCDR1829R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,jewellery,"[1.0, 0.0, 0.75, 0.25, 0.75, 0.75, 1.0, 0.75, 1.0, 0.5, 1.0, 1.0, 0.75, 0.75, 0.0, 1.0, 0.75, 1.0, 0.75, 0.25, 0.5, 0.25, 0.0, 0.25, 0.5, 0.0, 0.5, 0.25, 0.0, 0.25, 0.0, 0.0]",clothing
Printland PMR1336 Ceramic Mug,kitchen  dining,"[0.8, 0.5333333333333333, 0.6333333333333333, 0.3, 0.4666666666666667, 0.4, 0.5333333333333333, 0.5666666666666667, 0.7333333333333333, 0.5, 0.5666666666666667, 0.6, 0.7333333333333333, 0.5, 0.0, 0.43333333333333335, 0.6, 0.7333333333333333, 1.0, 0.3, 0.5333333333333333, 0.16666666666666666, 0.26666666666666666, 0.23333333333333334, 0.43333333333333335, 0.0, 0.23333333333333334, 0.16666666666666666, 0.03333333333333333, 0.16666666666666666, 0.23333333333333334, 0.1]",kitchen  dining
Nirvana Printed Men's Round Neck T-Shirt,clothing,"[1.0, 0.35714285714285715, 0.5, 0.35714285714285715, 0.42857142857142855, 0.42857142857142855, 0.5714285714285714, 0.5, 0.5714285714285714, 0.42857142857142855, 0.5714285714285714, 0.5, 0.9285714285714286, 0.5, 0.0, 0.42857142857142855, 0.42857142857142855, 0.8571428571428571, 0.5714285714285714, 0.14285714285714285, 0.6428571428571429, 0.21428571428571427, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.07142857142857142, 0.2857142857142857, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.0]",clothing
Speedwav Car Loud Hooter Dog -Mitsubishi Outlander 200 dB Vehicle Horn,automotive,"[0.7115384615384616, 0.5, 0.5192307692307693, 0.25, 0.4807692307692308, 0.5192307692307693, 0.6153846153846154, 0.4807692307692308, 0.7307692307692307, 0.9807692307692307, 0.4807692307692308, 0.4423076923076923, 0.5192307692307693, 0.6923076923076923, 0.038461538461538464, 0.3269230769230769, 0.5576923076923077, 0.6346153846153846, 0.6538461538461539, 0.25, 0.5576923076923077, 0.3269230769230769, 0.28846153846153844, 0.23076923076923078, 0.34615384615384615, 0.0, 0.19230769230769232, 0.28846153846153844, 0.038461538461538464, 0.15384615384615385, 0.17307692307692307, 0.1346153846153846]",automotive
Fastrack 9298PV06 Beach Analog Watch  - For Men,watches,"[0.8333333333333334, 0.3333333333333333, 0.6666666666666666, 0.25, 0.5, 0.5, 0.4166666666666667, 0.4166666666666667, 0.6666666666666666, 0.5, 0.5, 0.4166666666666667, 0.6666666666666666, 0.5833333333333334, 0.0, 0.9166666666666666, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.25, 0.5833333333333334, 0.4166666666666667, 0.16666666666666666, 0.16666666666666666, 0.4166666666666667, 0.08333333333333333, 0.4166666666666667, 0.25, 0.25, 0.16666666666666666, 0.08333333333333333, 0.0]",watches
Harp Limone Metal Necklace,jewellery,"[0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0]",clothing
VR Designers Glass Necklace,jewellery,"[1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5]",clothing
Andrew Christian Men's Brief,clothing,"[1.0, 0.5416666666666666, 0.875, 0.5416666666666666, 0.6666666666666666, 0.8333333333333334, 0.9166666666666666, 0.8333333333333334, 0.7916666666666666, 0.7916666666666666, 0.7083333333333334, 0.875, 0.9583333333333334, 0.7083333333333334, 0.16666666666666666, 0.6666666666666666, 0.625, 0.7916666666666666, 0.7916666666666666, 0.5416666666666666, 0.6666666666666666, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.625, 0.0, 0.4583333333333333, 0.375, 0.2916666666666667, 0.4583333333333333, 0.125, 0.20833333333333334]",clothing
S4S Stylish Women's Push-up Bra,clothing,"[1.0, 0.6875, 0.875, 0.125, 0.5625, 0.375, 0.8125, 0.75, 0.8125, 0.6875, 0.5, 0.75, 0.75, 0.6875, 0.0, 0.75, 0.5, 0.875, 0.6875, 0.125, 0.625, 0.0625, 0.3125, 0.1875, 0.4375, 0.0, 0.5625, 0.3125, 0.0625, 0.1875, 0.1875, 0.0625]",clothing
Figo Fashion LL-1006BLK Analog Watch  - For Women,watches,"[0.75, 0.45, 0.6, 0.45, 0.5, 0.65, 0.6, 0.6, 0.75, 0.7, 0.55, 0.45, 0.6, 0.65, 0.0, 1.0, 0.65, 0.75, 0.6, 0.35, 0.55, 0.2, 0.3, 0.1, 0.4, 0.05, 0.4, 0.25, 0.15, 0.3, 0.1, 0.15]",watches
